id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2869842,Shakespeare Meets The Karamazovs,Shakespeare Quarterly,1983,,article,jstor,1983-07-01,2,34,http://www.jstor.org/stable/2869842,Albert E. Kalson,Folger Shakespeare Library,eng,227,228,,966,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869864,"Shakespeare in England, 1983",Shakespeare Quarterly,1983,,article,jstor,1983-12-01,4,34,http://www.jstor.org/stable/2869864,Roger Warren,Folger Shakespeare Library,eng,451,460,,7544,10,unigram; bigram; trigram
http://www.jstor.org/stable/2866408,Review Article,Shakespeare Quarterly,1955,,article,jstor,1955-04-01,2,6,http://www.jstor.org/stable/2866408,Lawrence Babb,Folger Shakespeare Library,eng,190,190,,479,1,unigram; bigram; trigram
http://www.jstor.org/stable/2869961,"The Dating of Sir Edward Dering's Copy of ""The History of King Henry the Fourth""",Shakespeare Quarterly,1986,,article,jstor,1986-07-01,2,37,http://www.jstor.org/stable/2869961,Laetitia Yeandle,Folger Shakespeare Library,eng,224,226,,1595,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870519,Review Article,Shakespeare Quarterly,1987,,article,jstor,1987-10-01,3,38,http://www.jstor.org/stable/2870519,Michael Hattaway,Folger Shakespeare Library,eng,384,388,,1736,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866952,"Collections, Editions, and Translations",Shakespeare Quarterly,1959,,article,jstor,1959-04-01,2,10,http://www.jstor.org/stable/2866952,Paul A. Jorgensen; Robert W. Dent,Folger Shakespeare Library,eng,262,271,,4845,10,unigram; bigram; trigram
http://www.jstor.org/stable/2867029,Review Article,Shakespeare Quarterly,1959,,article,jstor,1959-01-01,1,10,http://www.jstor.org/stable/2867029,Sears Jayne,Folger Shakespeare Library,eng,96,98,,1379,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867243,"Hamlet, the Pseudo-Procrastinator",Shakespeare Quarterly,1958,,article,jstor,1958-04-01,2,9,http://www.jstor.org/stable/2867243,"Robert R. Reed, Jr.",Folger Shakespeare Library,eng,177,186,,5737,10,unigram; bigram; trigram
http://www.jstor.org/stable/2866205,A German Producer's Hamlet,Shakespeare Quarterly,1950,,article,jstor,1950-01-01,1,1,http://www.jstor.org/stable/2866205,Elmer Edgar Stoll,Folger Shakespeare Library,eng,36,43,,4748,8,unigram; bigram; trigram
http://www.jstor.org/stable/2868858,"Othello as an ""Assay of Reason""",Shakespeare Quarterly,1973,,article,jstor,1973-04-01,2,24,http://www.jstor.org/stable/2868858,Philip C. McGuire,Folger Shakespeare Library,eng,198,209,,5910,12,unigram; bigram; trigram
http://www.jstor.org/stable/2868799,The Smock Alley Prompt-Books of 1 and 2 Henry IV,Shakespeare Quarterly,1971,,article,jstor,1971-04-01,2,22,http://www.jstor.org/stable/2868799,Gunnar Sorelius,Folger Shakespeare Library,eng,111,127,,10032,17,unigram; bigram; trigram
http://www.jstor.org/stable/2869165,The Uniqueness of Troilus and Cressida,Shakespeare Quarterly,1978,,article,jstor,1978-01-01,1,29,http://www.jstor.org/stable/2869165,David M. Jago,Folger Shakespeare Library,eng,20,27,,4429,8,unigram; bigram; trigram
http://www.jstor.org/stable/2867668,The Great Lakes Shakespeare Festival,Shakespeare Quarterly,1965,,article,jstor,1965-10-01,4,16,http://www.jstor.org/stable/2867668,Robert G. Shedd,Folger Shakespeare Library,eng,341,342,,895,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870473,Review Article,Shakespeare Quarterly,1991,,article,jstor,1991-12-01,4,42,http://www.jstor.org/stable/2870473,Emily C. Bartels,Folger Shakespeare Library,eng,501,502,,889,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870832,Review Article,Shakespeare Quarterly,1989,,article,jstor,1989-07-01,2,40,http://www.jstor.org/stable/2870832,Jan McDonald,Folger Shakespeare Library,eng,235,237,,1499,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867889,[Illustration]: Playbill of the Camp Street Theatre,Shakespeare Quarterly,1964,,article,jstor,1964-04-01,2,15,http://www.jstor.org/stable/2867889,,Folger Shakespeare Library,eng,176,176,,259,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866328,[Illustration: The Charter of Incorporation],Shakespeare Quarterly,1954,,article,jstor,1954-07-01,3,5,http://www.jstor.org/stable/2866328,,Folger Shakespeare Library,eng,246,246,,446,1,unigram; bigram; trigram
http://www.jstor.org/stable/2870886,"""Sleepest or Wakest thou Iolly Shepheard""",Shakespeare Quarterly,1992,,article,jstor,1992-07-01,2,43,http://www.jstor.org/stable/2870886,David Greer,Folger Shakespeare Library,eng,224,226,,1170,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870948,Front Matter,Shakespeare Quarterly,1996,,article,jstor,1996-12-01,4,47,http://www.jstor.org/stable/2870948,,Folger Shakespeare Library,eng,i,iii,,1435,5,unigram; bigram; trigram
http://www.jstor.org/stable/2867459,[Illustration]: View of Paris as known to the Elizabethans,Shakespeare Quarterly,1961,,article,jstor,1961-10-01,4,12,http://www.jstor.org/stable/2867459,,Folger Shakespeare Library,eng,414,414,,86,1,unigram; bigram; trigram
http://www.jstor.org/stable/24778564,Contributors,Shakespeare Quarterly,2014,,article,jstor,2014-07-01,2,65,http://www.jstor.org/stable/24778564,,Folger Shakespeare Library,eng,236,237,,616,2,unigram; bigram; trigram
http://www.jstor.org/stable/2902249,Review Article,Shakespeare Quarterly,1998,,article,jstor,1998-12-01,4,49,http://www.jstor.org/stable/2902249,Maurice Charney,Folger Shakespeare Library,eng,456,457,,657,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869316,Utah Shakespearean Festival,Shakespeare Quarterly,1979,,article,jstor,1979-04-01,2,30,http://www.jstor.org/stable/2869316,William S. Goodfellow,Folger Shakespeare Library,eng,229,231,,2062,3,unigram; bigram; trigram
http://www.jstor.org/stable/2871061,Review Article,Shakespeare Quarterly,1996,,article,jstor,1996-04-01,1,47,http://www.jstor.org/stable/2871061,Laura Lunger Knoppers,Folger Shakespeare Library,eng,81,82,,739,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870107,"""Some there be that shadows kiss"": A Note on The Merchant of Venice, II.ix.65",Shakespeare Quarterly,1986,,article,jstor,1986-10-01,3,37,http://www.jstor.org/stable/2870107,Robert McMahon,Folger Shakespeare Library,eng,371,373,,972,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870727,John Stow's Storm and the Demolition of the Theatre,Shakespeare Quarterly,1989,,article,jstor,1989-10-01,3,40,http://www.jstor.org/stable/2870727,Ann Jennalie Cook,Folger Shakespeare Library,eng,327,328,,924,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869485,Shakespeare for Teachers,Shakespeare Quarterly,1979,,article,jstor,1979-07-01,3,30,http://www.jstor.org/stable/2869485,Virgil K. Whitaker,Folger Shakespeare Library,eng,429,433,,2950,5,unigram; bigram; trigram
http://www.jstor.org/stable/2867362,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-07-01,3,9,http://www.jstor.org/stable/2867362,Nati Krivatsy,Folger Shakespeare Library,eng,416,416,,126,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868222,Review Article,Shakespeare Quarterly,1968,,article,jstor,1968-04-01,2,19,http://www.jstor.org/stable/2868222,Louise George Clubb,Folger Shakespeare Library,eng,180,181,,362,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869523,Shakespeare in Upstate New York and Western New England,Shakespeare Quarterly,1980,,article,jstor,1980-07-01,2,31,http://www.jstor.org/stable/2869523,Thomson H. Littlefield; Hugh Maclean,Folger Shakespeare Library,eng,181,184,,3216,4,unigram; bigram; trigram
http://www.jstor.org/stable/3844137,Review Article,Shakespeare Quarterly,2006,,article,jstor,2006-07-01,2,57,http://www.jstor.org/stable/3844137,Ian Smith,Folger Shakespeare Library,eng,216,218,,1439,3,unigram; bigram; trigram
http://www.jstor.org/stable/2866653,"Fools, Fowls, and Perttaunt-Like in Love's Labour's Lost",Shakespeare Quarterly,1951,,article,jstor,1951-07-01,3,2,http://www.jstor.org/stable/2866653,Weston Babcock,Folger Shakespeare Library,eng,211,219,,4594,9,unigram; bigram; trigram
http://www.jstor.org/stable/2869567,Biography and Milieu Studies,Shakespeare Quarterly,1976,,article,jstor,1976-10-01,4,27,http://www.jstor.org/stable/2869567,Harrison T. Meserole,Folger Shakespeare Library,eng,418,420,,1278,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868995,Antony and Cleopatra: How Pompey's Honor Struck a Contemporary,Shakespeare Quarterly,1969,,article,jstor,1969-04-01,2,20,http://www.jstor.org/stable/2868995,Reginald Saner,Folger Shakespeare Library,eng,117,120,,2296,4,unigram; bigram; trigram
http://www.jstor.org/stable/2870944,Review Article,Shakespeare Quarterly,1988,,article,jstor,1988-10-01,3,39,http://www.jstor.org/stable/2870944,Craig Monson,Folger Shakespeare Library,eng,386,390,,2327,5,unigram; bigram; trigram
http://www.jstor.org/stable/2866327,Back Matter,Shakespeare Quarterly,1952,,article,jstor,1952-07-01,3,3,http://www.jstor.org/stable/2866327,,Folger Shakespeare Library,eng,294,295,,669,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866462,Hoisting the Enginer with His Own Petar,Shakespeare Quarterly,1956,,article,jstor,1956-04-01,2,7,http://www.jstor.org/stable/2866462,Warren V. Shepard,Folger Shakespeare Library,eng,281,285,,1990,5,unigram; bigram; trigram
http://www.jstor.org/stable/2870752,"The Sonnet's Body and the Body Sonnetized in ""Romeo and Juliet""",Shakespeare Quarterly,1989,,article,jstor,1989-04-01,1,40,http://www.jstor.org/stable/2870752,Gayle Whittier,Folger Shakespeare Library,eng,27,41,,8569,15,unigram; bigram; trigram
http://www.jstor.org/stable/4625017,Review Article,Shakespeare Quarterly,2007,,article,jstor,2007-12-01,4,58,http://www.jstor.org/stable/4625017,Phebe Jensen,Folger Shakespeare Library,eng,542,544,,1155,3,unigram; bigram; trigram
http://www.jstor.org/stable/2866901,"Gentlemen, You are Welcome to Elsinore",Shakespeare Quarterly,1962,,article,jstor,1962-01-01,1,13,http://www.jstor.org/stable/2866901,Helen E. Sandison,Folger Shakespeare Library,eng,79,81,,1439,5,unigram; bigram; trigram
http://www.jstor.org/stable/2870996,Front Matter,Shakespeare Quarterly,1993,,article,jstor,1993-12-01,4,44,http://www.jstor.org/stable/2870996,,Folger Shakespeare Library,eng,i,ii,,749,4,unigram; bigram; trigram
http://www.jstor.org/stable/2866118,Cleopatra's Magnanimity: the Dismissal of the Messenger,Shakespeare Quarterly,1956,,article,jstor,1956-01-01,1,7,http://www.jstor.org/stable/2866118,Joseph S. Stull,Folger Shakespeare Library,eng,73,78,,2991,6,unigram; bigram; trigram
http://www.jstor.org/stable/2869253,Review Article,Shakespeare Quarterly,1975,,article,jstor,1975-04-01,2,26,http://www.jstor.org/stable/2869253,Maurice Charney,Folger Shakespeare Library,eng,215,216,,688,2,unigram; bigram; trigram
http://www.jstor.org/stable/41350177,Review Article,Shakespeare Quarterly,2012,,article,jstor,2012-04-01,1,63,http://www.jstor.org/stable/41350177,Tom Bishop,Folger Shakespeare Library,eng,133,135,,1192,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870006,Jonathan Miller on The Shakespeare Plays,Shakespeare Quarterly,1981,,article,jstor,1981-07-01,2,32,http://www.jstor.org/stable/2870006,Tim Hallinan,Folger Shakespeare Library,eng,134,145,,7374,12,unigram; bigram; trigram
http://www.jstor.org/stable/2866855,Troilus and Cressida,Shakespeare Quarterly,1959,,article,jstor,1959-07-01,3,10,http://www.jstor.org/stable/2866855,A. S. Knowland,Folger Shakespeare Library,eng,353,365,,6727,13,unigram; bigram; trigram
http://www.jstor.org/stable/2869083,William Poel on the Speaking of Shakespearean Verse: A Reevaluation,Shakespeare Quarterly,1977,,article,jstor,1977-07-01,3,28,http://www.jstor.org/stable/2869083,Stephen C. Schultz,Folger Shakespeare Library,eng,334,350,,9352,17,unigram; bigram; trigram
http://www.jstor.org/stable/2869434,"Conferences, Colloquia, Tagungen",Shakespeare Quarterly,1977,,article,jstor,1977-10-01,4,28,http://www.jstor.org/stable/2869434,Harrison T. Meserole,Folger Shakespeare Library,eng,443,444,,313,2,unigram; bigram; trigram
http://www.jstor.org/stable/41350166,Front Matter,Shakespeare Quarterly,2012,,article,jstor,2012-04-01,1,63,http://www.jstor.org/stable/41350166,,Folger Shakespeare Library,eng,,,,663,4,unigram; bigram; trigram
http://www.jstor.org/stable/3844336,Review Article,Shakespeare Quarterly,2004,,article,jstor,2004-04-01,1,55,http://www.jstor.org/stable/3844336,Michael Harrawood,Folger Shakespeare Library,eng,100,102,,1639,3,unigram; bigram; trigram
http://www.jstor.org/stable/2870486,"Hardyng's ""Chronicle"" and Shakespeare's Hotspur",Shakespeare Quarterly,1990,,article,jstor,1990-10-01,3,41,http://www.jstor.org/stable/2870486,Gilian West,Folger Shakespeare Library,eng,348,351,,1816,4,unigram; bigram; trigram
http://www.jstor.org/stable/2902234,The Doubled Jaques and Constructions of Negation in As You Like It,Shakespeare Quarterly,1998,,article,jstor,1998-12-01,4,49,http://www.jstor.org/stable/2902234,Cynthia Marshall,Folger Shakespeare Library,eng,375,392,,10435,18,unigram; bigram; trigram
http://www.jstor.org/stable/2868018,Shakespeare in San Diego the Thirteenth Season,Shakespeare Quarterly,1962,,article,jstor,1962-10-01,4,13,http://www.jstor.org/stable/2868018,Eleanor Prosser,Folger Shakespeare Library,eng,529,535,,4080,7,unigram; bigram; trigram
http://www.jstor.org/stable/2871206,Retaining the Secrets Of Troilus and Cressida,Shakespeare Quarterly,1985,,article,jstor,1985-07-01,2,36,http://www.jstor.org/stable/2871206,Robert Kimbrough,Folger Shakespeare Library,eng,239,240,,1133,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869384,Those Old Songs and Dances,Shakespeare Quarterly,1980,,article,jstor,1980-04-01,1,31,http://www.jstor.org/stable/2869384,Philip Brett,Folger Shakespeare Library,eng,109,111,,1698,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868239,New Harvey Marginalia on Hamlet and Richard III,Shakespeare Quarterly,1966,,article,jstor,1966-04-01,2,17,http://www.jstor.org/stable/2868239,F. D. Hoeniger,Folger Shakespeare Library,eng,151,155,,1604,5,unigram; bigram; trigram
http://www.jstor.org/stable/40985591,Shakespeare Goes Digital: Three Open Internet Editions,Shakespeare Quarterly,2010,,article,jstor,2010-10-01,3,61,http://www.jstor.org/stable/40985591,Andrew Murphy,Folger Shakespeare Library,eng,401,414,,5913,14,unigram; bigram; trigram
http://www.jstor.org/stable/2870692,Review Article,Shakespeare Quarterly,1986,,article,jstor,1986-12-01,4,37,http://www.jstor.org/stable/2870692,David George,Folger Shakespeare Library,eng,525,529,,3233,5,unigram; bigram; trigram
http://www.jstor.org/stable/2866793,Review Article,Shakespeare Quarterly,1962,,article,jstor,1962-04-01,2,13,http://www.jstor.org/stable/2866793,Irving Ribner,Folger Shakespeare Library,eng,239,240,,833,2,unigram; bigram; trigram
http://www.jstor.org/stable/2871386,Review Article,Shakespeare Quarterly,1996,,article,jstor,1996-10-01,3,47,http://www.jstor.org/stable/2871386,Susan Frye,Folger Shakespeare Library,eng,339,340,,1005,2,unigram; bigram; trigram
http://www.jstor.org/stable/4625008,Back Matter,Shakespeare Quarterly,2007,,article,jstor,2007-10-01,3,58,http://www.jstor.org/stable/4625008,,Folger Shakespeare Library,eng,421,423,,2396,12,unigram; bigram; trigram
http://www.jstor.org/stable/2868367,Review Article,Shakespeare Quarterly,1973,,article,jstor,1973-07-01,3,24,http://www.jstor.org/stable/2868367,Sidney Thomas,Folger Shakespeare Library,eng,344,345,,605,2,unigram; bigram; trigram
http://www.jstor.org/stable/2868338,Notes and Comments,Shakespeare Quarterly,1964,,article,jstor,1964-07-01,3,15,http://www.jstor.org/stable/2868338,,Folger Shakespeare Library,eng,240,240,,312,1,unigram; bigram; trigram
http://www.jstor.org/stable/2868669,Back Matter,Shakespeare Quarterly,1972,,article,jstor,1972-01-01,1,23,http://www.jstor.org/stable/2868669,,Folger Shakespeare Library,eng,128,128,,276,1,unigram; bigram; trigram
http://www.jstor.org/stable/2869436,"Language, Linguistics, Philology",Shakespeare Quarterly,1977,,article,jstor,1977-10-01,4,28,http://www.jstor.org/stable/2869436,Harrison T. Meserole,Folger Shakespeare Library,eng,445,447,,1118,3,unigram; bigram; trigram
http://www.jstor.org/stable/2868328,The Time Sense of Antony and Cleopatra,Shakespeare Quarterly,1964,,article,jstor,1964-07-01,3,15,http://www.jstor.org/stable/2868328,David Kaula,Folger Shakespeare Library,eng,211,223,,6702,13,unigram; bigram; trigram
http://www.jstor.org/stable/2866101,[Illustration: Early American Playbill],Shakespeare Quarterly,1955,,article,jstor,1955-10-01,4,6,http://www.jstor.org/stable/2866101,,Folger Shakespeare Library,eng,482,483,,863,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870667,Review Article,Shakespeare Quarterly,1991,,article,jstor,1991-04-01,1,42,http://www.jstor.org/stable/2870667,Joan Hutton Landis,Folger Shakespeare Library,eng,113,115,,1056,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867580,Annuals and Special Issues,Shakespeare Quarterly,1965,,article,jstor,1965-07-01,3,16,http://www.jstor.org/stable/2867580,Robert W. Dent,Folger Shakespeare Library,eng,6,15,,5147,10,unigram; bigram; trigram
http://www.jstor.org/stable/2866964,The Character of Hamlet's Mother,Shakespeare Quarterly,1957,,article,jstor,1957-04-01,2,8,http://www.jstor.org/stable/2866964,Carolyn Heilbrun,Folger Shakespeare Library,eng,201,206,,3407,6,unigram; bigram; trigram
http://www.jstor.org/stable/2868806,Shakespeare's Isabella,Shakespeare Quarterly,1971,,article,jstor,1971-04-01,2,22,http://www.jstor.org/stable/2868806,George L. Geckle,Folger Shakespeare Library,eng,163,168,,3474,6,unigram; bigram; trigram
http://www.jstor.org/stable/2868372,Books Received,Shakespeare Quarterly,1973,,article,jstor,1973-07-01,3,24,http://www.jstor.org/stable/2868372,,Folger Shakespeare Library,eng,351,352,,254,2,unigram; bigram; trigram
http://www.jstor.org/stable/2869122,Shakespeare In Los Angeles,Shakespeare Quarterly,1978,,article,jstor,1978-04-01,2,29,http://www.jstor.org/stable/2869122,A. R. Braunmuller; William L. Stull,Folger Shakespeare Library,eng,259,267,,6327,9,unigram; bigram; trigram
http://www.jstor.org/stable/2902137,Review Article,Shakespeare Quarterly,2000,,article,jstor,2000-07-01,2,51,http://www.jstor.org/stable/2902137,Pamela Brown,Folger Shakespeare Library,eng,233,235,,1291,3,unigram; bigram; trigram
http://www.jstor.org/stable/24778581,Front Matter,Shakespeare Quarterly,2014,,article,jstor,2014-10-01,3,65,http://www.jstor.org/stable/24778581,,Folger Shakespeare Library,eng,,,,706,4,unigram; bigram; trigram
http://www.jstor.org/stable/2871094,[W],Shakespeare Quarterly,1964,,article,jstor,1964-01-01,,15,http://www.jstor.org/stable/2871094,,Folger Shakespeare Library,eng,262,273,,6767,12,unigram; bigram; trigram
http://www.jstor.org/stable/2868943,"New York Shakespeare Festival, Summer 1974",Shakespeare Quarterly,1974,,article,jstor,1974-10-01,4,25,http://www.jstor.org/stable/2868943,Jack J. Jorgens,Folger Shakespeare Library,eng,410,414,,2763,5,unigram; bigram; trigram
http://www.jstor.org/stable/2870208,Review Article,Shakespeare Quarterly,1986,,article,jstor,1986-04-01,1,37,http://www.jstor.org/stable/2870208,James H. Maddox,Folger Shakespeare Library,eng,135,136,,965,2,unigram; bigram; trigram
http://www.jstor.org/stable/2870749,Back Matter,Shakespeare Quarterly,1989,,article,jstor,1989-10-01,3,40,http://www.jstor.org/stable/2870749,,Folger Shakespeare Library,eng,377,378,,2181,5,unigram; bigram; trigram
http://www.jstor.org/stable/2866376,Review Article,Shakespeare Quarterly,1956,,article,jstor,1956-10-01,4,7,http://www.jstor.org/stable/2866376,R. W. Zandvoort,Folger Shakespeare Library,eng,439,440,,469,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866352,Back Matter,Shakespeare Quarterly,1954,,article,jstor,1954-07-01,3,5,http://www.jstor.org/stable/2866352,,Folger Shakespeare Library,eng,340,340,,637,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866068,A Supposed Contemporary Allusion to Shakespeare as a Plagiarist,Shakespeare Quarterly,1955,,article,jstor,1955-10-01,4,6,http://www.jstor.org/stable/2866068,Warren B. Austin,Folger Shakespeare Library,eng,373,380,,4835,8,unigram; bigram; trigram
http://www.jstor.org/stable/2869609,Ideal Conduct in Venus and Adonis,Shakespeare Quarterly,1975,,article,jstor,1975-07-01,3,26,http://www.jstor.org/stable/2869609,W. R. Streitberger,Folger Shakespeare Library,eng,285,291,,4225,7,unigram; bigram; trigram
http://www.jstor.org/stable/2867910,King Lear and the Prodigal Son,Shakespeare Quarterly,1966,,article,jstor,1966-10-01,4,17,http://www.jstor.org/stable/2867910,Susan Snyder,Folger Shakespeare Library,eng,361,369,,4751,9,unigram; bigram; trigram
http://www.jstor.org/stable/2868549,The Great Lakes Shakespeare Festival,Shakespeare Quarterly,1969,,article,jstor,1969-10-01,4,20,http://www.jstor.org/stable/2868549,Robert Ornstein,Folger Shakespeare Library,eng,459,461,,1233,3,unigram; bigram; trigram
http://www.jstor.org/stable/2867193,Review Article,Shakespeare Quarterly,1958,,article,jstor,1958-01-01,1,9,http://www.jstor.org/stable/2867193,Harold S. Wilson,Folger Shakespeare Library,eng,81,82,,505,2,unigram; bigram; trigram
http://www.jstor.org/stable/2867800,"Shakespeare and The Gouernour, Bk. II, ch. xiii. Parallels with Richard II and the More Addition",Shakespeare Quarterly,1963,,article,jstor,1963-07-01,3,14,http://www.jstor.org/stable/2867800,Harold F. Brooks,Folger Shakespeare Library,eng,195,199,,2726,5,unigram; bigram; trigram
http://www.jstor.org/stable/2868135,Macbeth: The Tragedy of the Hardened Heart,Shakespeare Quarterly,1963,,article,jstor,1963-01-01,1,14,http://www.jstor.org/stable/2868135,Dolora G. Cunningham,Folger Shakespeare Library,eng,39,47,,5016,9,unigram; bigram; trigram
http://www.jstor.org/stable/2868318,Isabella's Angry Ape,Shakespeare Quarterly,1964,,article,jstor,1964-07-01,3,15,http://www.jstor.org/stable/2868318,Lawrence Sargent Hall,Folger Shakespeare Library,eng,157,165,,4235,9,unigram; bigram; trigram
http://www.jstor.org/stable/2902235,"""Infinite Space"": Representation and Reformation in Measure for Measure",Shakespeare Quarterly,1998,,article,jstor,1998-12-01,4,49,http://www.jstor.org/stable/2902235,Huston Diehl,Folger Shakespeare Library,eng,393,410,,11083,18,unigram; bigram; trigram
http://www.jstor.org/stable/2866135,Review Article,Shakespeare Quarterly,1956,,article,jstor,1956-01-01,1,7,http://www.jstor.org/stable/2866135,Margery Bailey,Folger Shakespeare Library,eng,125,127,,1410,3,unigram; bigram; trigram
http://www.jstor.org/stable/2866954,Index,Shakespeare Quarterly,1959,,article,jstor,1959-04-01,2,10,http://www.jstor.org/stable/2866954,,Folger Shakespeare Library,eng,317,331,,6575,15,unigram; bigram; trigram
http://www.jstor.org/stable/2869032,Renaissance Politics and Pageantry,Shakespeare Quarterly,1976,,article,jstor,1976-04-01,2,27,http://www.jstor.org/stable/2869032,Bruce R. Smith,Folger Shakespeare Library,eng,210,215,,1984,5,unigram; bigram; trigram
http://www.jstor.org/stable/2870161,Lear's System,Shakespeare Quarterly,1984,,article,jstor,1984-12-01,4,35,http://www.jstor.org/stable/2870161,Ralph Berry,Folger Shakespeare Library,eng,421,429,,4938,9,unigram; bigram; trigram
http://www.jstor.org/stable/2870670,Review Article,Shakespeare Quarterly,1991,,article,jstor,1991-04-01,1,42,http://www.jstor.org/stable/2870670,Roy Strong,Folger Shakespeare Library,eng,118,120,,1064,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869343,Volume Information,Shakespeare Quarterly,1979,,article,jstor,1979-10-01,4,30,http://www.jstor.org/stable/2869343,,Folger Shakespeare Library,eng,,,,1173,4,unigram; bigram; trigram
http://www.jstor.org/stable/2871262,Review Article,Shakespeare Quarterly,1997,,article,jstor,1997-12-01,4,48,http://www.jstor.org/stable/2871262,G. B. Shand,Folger Shakespeare Library,eng,477,480,,1881,4,unigram; bigram; trigram
http://www.jstor.org/stable/2869941,Renewing Literary History,Shakespeare Quarterly,1984,,article,jstor,1984-07-01,2,35,http://www.jstor.org/stable/2869941,John N. King,Folger Shakespeare Library,eng,237,239,,1310,3,unigram; bigram; trigram
http://www.jstor.org/stable/2902172,Back Matter,Shakespeare Quarterly,2000,,article,jstor,2000-10-01,3,51,http://www.jstor.org/stable/2902172,,Folger Shakespeare Library,eng,397,398,,4196,7,unigram; bigram; trigram
http://www.jstor.org/stable/2867651,Volume Information,Shakespeare Quarterly,1965,,article,jstor,1965-10-01,4,16,http://www.jstor.org/stable/2867651,,Folger Shakespeare Library,eng,i,xx,,8050,19,unigram; bigram; trigram
http://www.jstor.org/stable/41679762,Review Article,Shakespeare Quarterly,2012,,article,jstor,2012-07-01,2,63,http://www.jstor.org/stable/41679762,Richard C. McCoy,Folger Shakespeare Library,eng,280,283,,1141,4,unigram; bigram; trigram
http://www.jstor.org/stable/2869176,Malvolio's Fall,Shakespeare Quarterly,1978,,article,jstor,1978-01-01,1,29,http://www.jstor.org/stable/2869176,David Willbern,Folger Shakespeare Library,eng,85,90,,3111,6,unigram; bigram; trigram
http://www.jstor.org/stable/2870153,Shakespeare and Chapman,Shakespeare Quarterly,1982,,article,jstor,1982-12-01,4,33,http://www.jstor.org/stable/2870153,A. R. Braunmuller,Folger Shakespeare Library,eng,538,540,,1959,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869870,"Shakespeare in New Jersey, 1983",Shakespeare Quarterly,1983,,article,jstor,1983-12-01,4,34,http://www.jstor.org/stable/2869870,Frank Occhiogrosso,Folger Shakespeare Library,eng,476,478,,1299,3,unigram; bigram; trigram
http://www.jstor.org/stable/2869518,Shakespeare in Scotland,Shakespeare Quarterly,1980,,article,jstor,1980-07-01,2,31,http://www.jstor.org/stable/2869518,Graham Barlow; Priscilla Seltzer,Folger Shakespeare Library,eng,161,162,,1162,2,unigram; bigram; trigram
http://www.jstor.org/stable/41679747,Love's Rites: Performing Prayer in Shakespeare's Sonnets,Shakespeare Quarterly,2012,,article,jstor,2012-07-01,2,63,http://www.jstor.org/stable/41679747,Rhema Hokama,Folger Shakespeare Library,eng,199,223,,12028,25,unigram; bigram; trigram
http://www.jstor.org/stable/2866433,"Shakespeare's Use of the Upper Stage in Romeo and Juliet, III.v",Shakespeare Quarterly,1956,,article,jstor,1956-04-01,2,7,http://www.jstor.org/stable/2866433,John Cranford Adams,Folger Shakespeare Library,eng,145,152,,3990,8,unigram; bigram; trigram
http://www.jstor.org/stable/2866659,Shakespeare Festival at Hofstra College,Shakespeare Quarterly,1951,,article,jstor,1951-07-01,3,2,http://www.jstor.org/stable/2866659,Alice Venezky,Folger Shakespeare Library,eng,253,253,,399,1,unigram; bigram; trigram
http://www.jstor.org/stable/2866209,Front Matter,Shakespeare Quarterly,1951,,article,jstor,1951-04-01,2,2,http://www.jstor.org/stable/2866209,,Folger Shakespeare Library,eng,,,,365,2,unigram; bigram; trigram
http://www.jstor.org/stable/2866195,Shakespeare on the Academic Stage,Shakespeare Quarterly,1953,,article,jstor,1953-04-01,2,4,http://www.jstor.org/stable/2866195,,Folger Shakespeare Library,eng,213,213,,370,1,unigram; bigram; trigram
